codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 2 años,mujeres de 1 a 2 años,hombres de 2 a 5 años,mujeres de 2 a 5 años,hombres total,mujeres total,total
40104,SORACACHI,talla para la edad (t/e),talla baja (tb),2008-07-01,2,0,1,3,4,1,7,4,11
20601,SORATA,talla para la edad (t/e),talla baja (tb),2008-07-01,3,3,2,4,3,3,8,10,18
10101,SUCRE,talla para la edad (t/e),talla baja (tb),2008-07-01,39,18,61,51,148,166,248,235,483
20603,TACACOMA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,1,1,0,1,1,2
50303,TACOBAMBA,talla para la edad (t/e),talla baja (tb),2008-07-01,9,11,15,9,21,15,45,35,80
30602,TACOPAYA,talla para la edad (t/e),talla baja (tb),2008-07-01,3,7,14,10,15,13,32,30,62
51402,TAHUA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,1,0,1,2,0,2,2,4
31101,TAPACARI,talla para la edad (t/e),talla baja (tb),2008-07-01,24,12,25,18,35,40,84,70,154
10601,TARABUCO,talla para la edad (t/e),talla baja (tb),2008-07-01,24,16,21,18,61,55,106,89,195
20807,TARACO,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,3,1,2,4,5,5,10
30401,TARATA,talla para la edad (t/e),talla baja (tb),2008-07-01,2,0,1,1,2,3,5,4,9
60101,TARIJA,talla para la edad (t/e),talla baja (tb),2008-07-01,7,9,6,14,17,13,30,36,66
10202,TARVITA,talla para la edad (t/e),talla baja (tb),2008-07-01,53,31,97,84,243,230,393,345,738
20803,TIAWANACU,talla para la edad (t/e),talla baja (tb),2008-07-01,2,2,2,2,3,0,7,4,11
50102,TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2008-07-01,29,27,29,28,33,35,91,90,181
20606,TIPUANI,talla para la edad (t/e),talla baja (tb),2008-07-01,0,1,2,3,3,1,5,5,10
30903,TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2008-07-01,6,4,5,11,8,14,19,29,48
31601,TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2008-07-01,6,5,18,19,32,31,56,55,111
21703,TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,0,0,0,1,0,1
30802,TOCO,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,5,0,1,1,7,1,8
30803,TOLATA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,1,1,2,2,3,5
41001,TOLEDO,talla para la edad (t/e),talla baja (tb),2008-07-01,1,2,4,1,4,3,9,6,15
51202,TOMAVE,talla para la edad (t/e),talla baja (tb),2008-07-01,6,3,4,5,17,12,27,20,47
10402,TOMINA,talla para la edad (t/e),talla baja (tb),2008-07-01,4,3,8,16,50,38,62,57,119
50502,TORO TORO,talla para la edad (t/e),talla baja (tb),2008-07-01,30,20,36,41,79,73,145,134,279
31201,TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2008-07-01,3,1,12,5,4,5,19,11,30
41301,TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2008-07-01,1,2,1,0,1,1,3,3,6
80101,TRINIDAD,talla para la edad (t/e),talla baja (tb),2008-07-01,42,47,46,21,32,46,120,114,234
50801,TUPIZA,talla para la edad (t/e),talla baja (tb),2008-07-01,20,13,29,26,60,64,109,103,212
40402,TURCO,talla para la edad (t/e),talla baja (tb),2008-07-01,3,1,7,4,3,6,13,11,24
21302,UMALA,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,1,4,3,9,5,13,18
50201,UNCIA,talla para la edad (t/e),talla baja (tb),2008-07-01,28,15,29,31,48,41,105,87,192
60401,URIONDO (A. CONCEPCION),talla para la edad (t/e),talla baja (tb),2008-07-01,10,9,10,4,8,3,28,16,44
51201,UYUNI,talla para la edad (t/e),talla baja (tb),2008-07-01,5,4,15,15,42,35,62,54,116
30502,VACAS,talla para la edad (t/e),talla baja (tb),2008-07-01,7,7,12,25,17,26,36,58,94
70801,VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,8,7,3,3,12,10,22
20801,VIACHA,talla para la edad (t/e),talla baja (tb),2008-07-01,16,12,21,13,16,11,53,36,89
31302,VILA VILA,talla para la edad (t/e),talla baja (tb),2008-07-01,2,1,5,13,13,7,20,21,41
90502,VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla baja (tb),2008-07-01,0,1,0,0,0,0,0,1,1
31402,VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2008-07-01,1,1,0,2,2,5,3,8,11
10801,VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2008-07-01,11,2,21,19,66,48,98,69,167
31003,VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2008-07-01,31,16,56,46,84,79,171,141,312
51501,VILLAZON,talla para la edad (t/e),talla baja (tb),2008-07-01,22,13,28,20,61,52,111,85,196
30904,VINTO,talla para la edad (t/e),talla baja (tb),2008-07-01,1,1,2,2,4,5,7,8,15
50602,VITICHI,talla para la edad (t/e),talla baja (tb),2008-07-01,13,7,28,13,52,51,93,71,164
20306,WALDO BALLIVIAN,talla para la edad (t/e),talla baja (tb),2008-07-01,1,4,4,2,11,11,16,17,33
70201,WARNES,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,2,2,2,2,4
20903,YACO,talla para la edad (t/e),talla baja (tb),2008-07-01,9,4,11,10,12,19,32,33,65
60301,YACUIBA,talla para la edad (t/e),talla baja (tb),2008-07-01,13,5,18,27,31,38,62,70,132
10602,YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2008-07-01,13,10,28,31,110,98,151,139,290
21103,YANACACHI,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,2,1,4,2,6,3,9
70403,YAPACANI,talla para la edad (t/e),talla baja (tb),2008-07-01,11,18,25,25,23,20,59,63,122
50103,YOCALLA,talla para la edad (t/e),talla baja (tb),2008-07-01,5,6,3,16,13,9,21,31,52
10102,YOTALA,talla para la edad (t/e),talla baja (tb),2008-07-01,5,6,16,9,49,48,70,63,133
60402,YUNCHARA,talla para la edad (t/e),talla baja (tb),2008-07-01,10,4,10,8,19,14,39,26,65
10301,ZUDAÑEZ,talla para la edad (t/e),talla baja (tb),2008-07-01,2,1,13,13,30,35,45,49,94
51302,ACACIO,talla para la edad (t/e),talla baja (tb),2008-08-01,13,11,11,16,26,35,50,62,112
20201,ACHACACHI,talla para la edad (t/e),talla baja (tb),2008-08-01,13,20,12,10,23,15,48,45,93
20104,ACHOCALLA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,3,4,2,2,2,6,7,13
30201,AIQUILE,talla para la edad (t/e),talla baja (tb),2008-08-01,14,9,23,18,44,46,81,73,154
31303,ALALAY,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,9,4,16,22,28,29,57
10404,ALCALA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,7,9,29,30,39,42,81
20202,ANCORAIMES,talla para la edad (t/e),talla baja (tb),2008-08-01,11,23,14,13,32,25,57,61,118
41201,ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,3,9,7,20,20,29,30,59
40603,ANTEQUERA,talla para la edad (t/e),talla baja (tb),2008-08-01,7,2,4,4,8,6,19,12,31
20701,APOLO,talla para la edad (t/e),talla baja (tb),2008-08-01,10,6,8,16,29,24,47,46,93
51301,ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2008-08-01,17,11,18,13,20,20,55,44,99
30501,ARANI,talla para la edad (t/e),talla baja (tb),2008-08-01,1,3,5,5,8,11,14,19,33
30403,ARBIETO,talla para la edad (t/e),talla baja (tb),2008-08-01,1,1,3,5,11,11,15,17,32
30601,ARQUE,talla para la edad (t/e),talla baja (tb),2008-08-01,11,11,23,18,32,37,66,66,132
71501,ASCENCION DE GUARAYOS,talla para la edad (t/e),talla baja (tb),2008-08-01,5,9,0,15,8,20,13,44,57
50802,ATOCHA,talla para la edad (t/e),talla baja (tb),2008-08-01,14,16,10,12,21,25,45,53,98
20503,AUCAPATA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,11,13,29,20,40,34,74
20502,AYATA,talla para la edad (t/e),talla baja (tb),2008-08-01,4,7,5,7,19,6,28,20,48
21303,AYO AYO,talla para la edad (t/e),talla baja (tb),2008-08-01,6,3,7,4,3,4,16,11,27
30301,AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2008-08-01,14,9,20,11,34,28,68,48,116
21203,BATALLAS,talla para la edad (t/e),talla baja (tb),2008-08-01,5,5,11,1,7,6,23,12,35
41202,BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,0,0,2,0,3,0,3
50104,BELEN DE URMIRI,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,4,4,0,4,4,8
90104,BELLA FLOR,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,1,2,0,2,1,3
60202,BERMEJO,talla para la edad (t/e),talla baja (tb),2008-08-01,2,3,8,8,10,7,20,18,38
50301,BETANZOS,talla para la edad (t/e),talla baja (tb),2008-08-01,40,24,83,54,89,96,212,174,386
31501,BOLIVAR,talla para la edad (t/e),talla baja (tb),2008-08-01,39,17,50,37,23,36,112,90,202
90103,BOLPEBRA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,2,1,2,3,2,4,6,10
70707,BOYUIBE,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,0,1,1,1,1,3,4
70401,BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,4,7,1,2,8,12,20
20905,CAIROMA,talla para la edad (t/e),talla baja (tb),2008-08-01,11,10,19,26,36,40,66,76,142
51102,"CAIZA ""D""",talla para la edad (t/e),talla baja (tb),2008-08-01,7,9,15,9,21,15,43,33,76
20303,CALACOTO,talla para la edad (t/e),talla baja (tb),2008-08-01,8,3,10,7,9,9,27,19,46
21304,CALAMARCA,talla para la edad (t/e),talla baja (tb),2008-08-01,15,14,31,26,38,28,84,68,152
10701,CAMARGO,talla para la edad (t/e),talla baja (tb),2008-08-01,15,10,13,17,42,36,70,63,133
10901,CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla baja (tb),2008-08-01,3,4,3,9,12,12,18,25,43
30701,CAPINOTA,talla para la edad (t/e),talla baja (tb),2008-08-01,1,1,3,1,0,2,4,4,8
20302,CAQUIAVIRI,talla para la edad (t/e),talla baja (tb),2008-08-01,5,3,7,5,10,12,22,20,42
40102,CARACOLLO,talla para la edad (t/e),talla baja (tb),2008-08-01,13,10,20,21,20,18,53,49,102
22001,CARANAVI,talla para la edad (t/e),talla baja (tb),2008-08-01,2,5,2,6,14,12,18,23,41
41503,CARANGAS,talla para la edad (t/e),talla baja (tb),2008-08-01,1,1,1,0,0,1,2,2,4
60302,CARAPARI,talla para la edad (t/e),talla baja (tb),2008-08-01,1,1,2,0,7,2,10,3,13
50702,CARIPUYO,talla para la edad (t/e),talla baja (tb),2008-08-01,22,18,22,30,79,59,123,107,230
21902,CATACORA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,5,6,5,7,12,13,25
21803,CHACARILLA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,0,1,0,1,0,3,3
40201,CHALLAPATA,talla para la edad (t/e),talla baja (tb),2008-08-01,22,12,21,28,33,43,76,83,159
50302,CHAQUI,talla para la edad (t/e),talla baja (tb),2008-08-01,9,6,8,8,12,16,29,30,59
20305,CHARAÑA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,0,0,0,1,0,1
50202,CHAYANTA,talla para la edad (t/e),talla baja (tb),2008-08-01,10,19,10,9,21,25,41,53,94
31204,CHIMORE,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,0,1,1,0,2,1,3
40903,CHIPAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,2,3,3,9,5,13,18
40302,CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,0,1,2,1,2,3
21101,CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla baja (tb),2008-08-01,3,0,2,1,1,1,6,2,8
20501,CHUMA,talla para la edad (t/e),talla baja (tb),2008-08-01,8,5,8,9,27,25,43,39,82
30801,CLIZA,talla para la edad (t/e),talla baja (tb),2008-08-01,12,4,12,7,14,3,38,14,52
90101,COBIJA,talla para la edad (t/e),talla baja (tb),2008-08-01,6,7,8,9,9,11,23,27,50
30905,COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2008-08-01,1,2,6,2,2,9,9,13,22
50901,"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2008-08-01,10,7,12,8,26,18,48,33,81
21307,COLLANA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,1,0,0,0,1,1
31002,COLOMI,talla para la edad (t/e),talla baja (tb),2008-08-01,14,8,41,20,27,28,82,56,138
50401,COLQUECHACA,talla para la edad (t/e),talla baja (tb),2008-08-01,80,51,98,73,53,43,231,167,398
21306,COLQUENCHA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,3,3,5,2,5,5,13,18
21004,COLQUIRI,talla para la edad (t/e),talla baja (tb),2008-08-01,3,4,2,0,3,2,8,6,14
20304,COMANCHE,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,6,3,3,2,10,5,15
71301,COMARAPA,talla para la edad (t/e),talla baja (tb),2008-08-01,8,18,4,7,13,10,25,35,60
20605,COMBAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,0,0,3,4,4,4,8
71101,CONCEPCION,talla para la edad (t/e),talla baja (tb),2008-08-01,5,3,2,1,1,8,8,12,20
21701,COPACABANA,talla para la edad (t/e),talla baja (tb),2008-08-01,7,4,6,5,9,10,22,19,41
21402,CORIPATA,talla para la edad (t/e),talla baja (tb),2008-08-01,6,2,2,5,6,3,14,10,24
20301,CORO CORO,talla para la edad (t/e),talla baja (tb),2008-08-01,6,5,8,10,12,9,26,24,50
21401,COROICO,talla para la edad (t/e),talla baja (tb),2008-08-01,6,1,5,5,28,28,39,34,73
40301,CORQUE,talla para la edad (t/e),talla baja (tb),2008-08-01,0,2,3,2,1,2,4,6,10
50601,COTAGAITA,talla para la edad (t/e),talla baja (tb),2008-08-01,12,13,33,33,51,63,96,109,205
70102,COTOCA,talla para la edad (t/e),talla baja (tb),2008-08-01,60,60,48,42,51,36,159,138,297
71106,CUATRO CAÑADAS,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,4,1,3,5,7,6,13
31405,CUCHUMUELA (V. G. VILLARROEL),talla para la edad (t/e),talla baja (tb),2008-08-01,1,1,0,0,3,0,4,1,5
10902,CULPINA,talla para la edad (t/e),talla baja (tb),2008-08-01,10,9,23,33,48,62,81,104,185
40401,CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2008-08-01,7,2,2,1,5,3,14,6,20
21602,CURVA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,2,9,8,20,13,32,23,55
20804,DESAGUADERO,talla para la edad (t/e),talla baja (tb),2008-08-01,6,1,6,1,7,5,19,7,26
20105,EL ALTO,talla para la edad (t/e),talla baja (tb),2008-08-01,382,305,366,282,466,379,1214,966,2180
40103,EL CHORO,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,0,0,4,1,6,1,7
71503,EL PUENTE(STC),talla para la edad (t/e),talla baja (tb),2008-08-01,4,2,11,9,7,12,22,23,45
60502,EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2008-08-01,5,4,1,1,6,6,12,11,23
70105,EL TORNO,talla para la edad (t/e),talla baja (tb),2008-08-01,9,10,15,16,24,31,48,57,105
10405,EL VILLAR,talla para la edad (t/e),talla baja (tb),2008-08-01,5,4,8,9,50,53,63,66,129
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,4,3,3,8,9,11,20
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-08-01,4,5,7,11,13,14,24,30,54
40502,ESCARA,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,0,0,0,0,1,0,1
40505,ESMERALDA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,0,0,0,1,0,1
41101,EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2008-08-01,1,2,0,3,0,0,1,5,6
71004,FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,4,1,6,1,12,2,14
90203,FILADELFIA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,2,0,0,2,4,2,6
71002,GENERAL SAAVEDRA,talla para la edad (t/e),talla baja (tb),2008-08-01,6,3,5,4,16,8,27,15,42
21601,GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2008-08-01,9,5,14,14,37,35,60,54,114
20602,GUANAY,talla para la edad (t/e),talla baja (tb),2008-08-01,11,11,6,11,7,13,24,35,59
20802,GUAQUI,talla para la edad (t/e),talla baja (tb),2008-08-01,3,1,0,1,4,2,7,4,11
80202,GUAYARAMERIN,talla para la edad (t/e),talla baja (tb),2008-08-01,18,12,17,9,11,10,46,31,77
70705,GUTIERREZ,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,0,1,1,1,1,2
40501,HUACHACALLA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,3,3,4,9,7,12,19
40701,HUANUNI,talla para la edad (t/e),talla baja (tb),2008-08-01,23,19,30,9,23,11,76,39,115
80803,HUARACAJE,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,3,0,2,2,5,2,7
41601,HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,0,1,1,2,1,3
21005,ICHOCA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,4,5,4,5,3,12,11,23
10304,ICLA,talla para la edad (t/e),talla baja (tb),2008-08-01,21,16,52,50,120,125,193,191,384
10703,INCAHUASI,talla para la edad (t/e),talla baja (tb),2008-08-01,65,45,111,101,204,218,380,364,744
21001,INQUISIVI,talla para la edad (t/e),talla baja (tb),2008-08-01,6,5,12,4,11,14,29,23,52
21102,IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,1,0,4,2,5,3,8
21501,IXIAMAS,talla para la edad (t/e),talla baja (tb),2008-08-01,5,1,5,5,6,10,16,16,32
20806,JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-08-01,4,8,12,13,30,33,46,54,100
21105,LA ASUNTA,talla para la edad (t/e),talla baja (tb),2008-08-01,11,14,11,5,0,0,22,19,41
70104,LA GUARDIA,talla para la edad (t/e),talla baja (tb),2008-08-01,71,41,40,31,47,57,158,129,287
20101,LA PAZ,talla para la edad (t/e),talla baja (tb),2008-08-01,292,206,257,170,241,219,790,595,1385
70701,LAGUNILLAS,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,0,0,0,1,0,1
21202,LAJA,talla para la edad (t/e),talla baja (tb),2008-08-01,4,4,4,0,5,6,13,10,23
10903,LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,3,4,12,9,15,14,29
21006,LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,3,1,9,1,12,2,14
50203,LLALLAGUA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,3,2,0,2,0,6,3,9
51401,LLICA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,5,0,5,8,5,10,15,25
80601,LORETO,talla para la edad (t/e),talla baja (tb),2008-08-01,2,1,1,2,4,1,7,4,11
20901,LURIBAY,talla para la edad (t/e),talla baja (tb),2008-08-01,6,6,11,11,29,28,46,45,91
40702,MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,0,0,0,1,1,1,2
11003,MACHARETI,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,3,5,6,3,9,8,17
80801,MAGDALENA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,4,5,3,2,4,10,11,21
70903,MAIRANA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,1,4,5,6,4,12,10,22
20904,MALLA,talla para la edad (t/e),talla baja (tb),2008-08-01,6,5,12,4,29,25,47,34,81
20607,MAPIRI,talla para la edad (t/e),talla baja (tb),2008-08-01,5,4,4,8,3,3,12,15,27
20103,MECAPACA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,4,2,8,5,14,7,21
71003,MINEROS,talla para la edad (t/e),talla baja (tb),2008-08-01,5,4,5,5,11,11,21,20,41
31301,MIZQUE,talla para la edad (t/e),talla baja (tb),2008-08-01,20,11,18,23,39,48,77,82,159
20402,MOCOMOCO,talla para la edad (t/e),talla baja (tb),2008-08-01,15,12,20,13,39,28,74,53,127
51002,MOJINETE,talla para la edad (t/e),talla baja (tb),2008-08-01,1,1,2,0,5,5,8,6,14
10303,MOJOCOYA,talla para la edad (t/e),talla baja (tb),2008-08-01,1,1,8,2,8,12,17,15,32
10501,MONTEAGUDO,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,17,9,47,28,67,40,107
71001,MONTERO,talla para la edad (t/e),talla baja (tb),2008-08-01,13,7,5,7,7,15,25,29,54
70803,MORO MORO,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,1,2,1,3,3,5,8
30302,MOROCHATA,talla para la edad (t/e),talla baja (tb),2008-08-01,23,31,29,34,50,58,102,123,225
50404,OCURI,talla para la edad (t/e),talla baja (tb),2008-08-01,36,31,79,82,47,54,162,167,329
30203,OMEREQUE,talla para la edad (t/e),talla baja (tb),2008-08-01,4,2,6,8,22,13,32,23,55
40101,ORURO,talla para la edad (t/e),talla baja (tb),2008-08-01,69,75,106,58,53,41,228,174,402
60201,PADCAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,4,4,5,8,12,15,27
10401,PADILLA,talla para la edad (t/e),talla baja (tb),2008-08-01,12,10,23,18,60,57,95,85,180
70502,PAILON,talla para la edad (t/e),talla baja (tb),2008-08-01,4,3,5,3,5,3,14,9,23
20102,PALCA,talla para la edad (t/e),talla baja (tb),2008-08-01,9,8,9,5,15,6,33,19,52
21104,PALOS BLANCOS,talla para la edad (t/e),talla baja (tb),2008-08-01,7,3,15,8,11,17,33,28,61
40802,PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,4,2,1,3,8,8,16
70902,PAMPA GRANDE,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,0,2,1,1,2,3,5
21802,PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,0,3,0,4,0,4
30202,PASORAPA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,2,3,3,4,5,9
21305,PATACAMAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,2,1,2,1,0,4,4,8
40602,PAZÑA,talla para la edad (t/e),talla baja (tb),2008-08-01,4,0,6,2,8,9,18,11,29
20702,PELECHUCO,talla para la edad (t/e),talla baja (tb),2008-08-01,1,2,8,2,10,15,19,19,38
50403,POCOATA,talla para la edad (t/e),talla baja (tb),2008-08-01,54,50,111,79,64,80,229,209,438
31203,POCONA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,4,5,11,13,18,21,39
31202,POJO (CBBA),talla para la edad (t/e),talla baja (tb),2008-08-01,0,2,3,1,3,5,6,8,14
40601,POOPO,talla para la edad (t/e),talla baja (tb),2008-08-01,2,2,2,0,3,2,7,4,11
51203,PORCO,talla para la edad (t/e),talla baja (tb),2008-08-01,35,23,11,13,8,6,54,42,96
10103,POROMA,talla para la edad (t/e),talla baja (tb),2008-08-01,16,21,32,29,43,53,91,103,194
70103,PORONGO,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,0,1,0,0,2,1,3
70601,PORTACHUELO,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,3,1,4,3,8,4,12
90102,PORVENIR,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,0,1,1,2,1,3
70804,POSTRER VALLE,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,0,0,1,0,1,1
50101,POTOSI,talla para la edad (t/e),talla baja (tb),2008-08-01,139,82,143,88,124,128,406,298,704
10302,PRESTO,talla para la edad (t/e),talla baja (tb),2008-08-01,9,7,32,17,65,48,106,72,178
70805,PUCARA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,5,2,3,1,8,4,12
21201,PUCARANI,talla para la edad (t/e),talla baja (tb),2008-08-01,8,5,9,9,11,11,28,25,53
20401,PUERTO ACOSTA,talla para la edad (t/e),talla baja (tb),2008-08-01,17,12,12,16,23,24,52,52,104
20403,PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2008-08-01,3,8,9,8,21,27,33,43,76
90301,PUERTO GONZALO MORENO,talla para la edad (t/e),talla baja (tb),2008-08-01,6,5,13,8,17,17,36,30,66
21204,PUERTO PEREZ,talla para la edad (t/e),talla baja (tb),2008-08-01,0,2,7,1,3,1,10,4,14
90201,PUERTO RICO,talla para la edad (t/e),talla baja (tb),2008-08-01,10,6,9,7,5,9,24,22,46
80703,PUERTO SILES,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,3,2,1,3,4,5,9
71401,PUERTO SUAREZ,talla para la edad (t/e),talla baja (tb),2008-08-01,4,7,2,2,1,5,7,14,21
31205,PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2008-08-01,43,25,51,29,36,49,130,103,233
51101,PUNA,talla para la edad (t/e),talla baja (tb),2008-08-01,26,38,66,43,73,81,165,162,327
31401,PUNATA,talla para la edad (t/e),talla baja (tb),2008-08-01,10,7,16,5,5,13,31,25,56
20604,QUIABAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,15,10,12,7,24,23,51,40,91
30901,QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2008-08-01,3,0,4,2,3,0,10,2,12
21002,QUIME,talla para la edad (t/e),talla baja (tb),2008-08-01,4,6,17,6,20,26,41,38,79
70904,QUIRUSILLAS,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,1,1,0,1,1,2
50402,RAVELO,talla para la edad (t/e),talla baja (tb),2008-08-01,12,27,56,51,114,115,182,193,375
80301,REYES,talla para la edad (t/e),talla baja (tb),2008-08-01,4,0,6,4,6,10,16,14,30
80201,RIBERALTA,talla para la edad (t/e),talla baja (tb),2008-08-01,74,43,69,75,57,49,200,167,367
70503,ROBORE,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,3,1,1,2,4,6
40901,SABAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,1,0,1,0,2,1,3
31001,SACABA,talla para la edad (t/e),talla baja (tb),2008-08-01,30,20,53,54,51,44,134,118,252
30404,SACABAMBA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,4,2,4,6,4,10,12,22
50701,SACACA,talla para la edad (t/e),talla baja (tb),2008-08-01,47,42,69,69,150,153,266,264,530
71302,SAIPINA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,0,1,0,1,0,1
40801,SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,5,4,8,7,16,14,30
70901,SAMAIPATA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,0,3,2,6,4,12,6,18
51601,SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,0,0,3,3,3,4,7
80602,SAN ANDRES,talla para la edad (t/e),talla baja (tb),2008-08-01,4,2,5,4,7,6,16,12,28
20805,SAN ANDRES DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-08-01,1,1,3,2,3,2,7,5,12
