codigo_municipio,municipio,grupo,variable,mes,número de eventos,número de afectados,número de fallecidos,total
70805,PUCARA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-08-01,1.0,0.0,0.0,1.0
21002,QUIME,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-08-01,2.0,1361.0,0.0,1363.0
70501,SAN JOSE DE CHIQUITOS,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-08-01,1.0,0.0,0.0,1.0
10202,TARVITA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-08-01,2.0,0.0,0.0,2.0
30903,TIQUIPAYA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-08-01,1.0,0.0,0.0,1.0
31601,TIRAQUE (CBBA),registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-08-01,2.0,150.0,0.0,152.0
70802,TRIGAL,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-08-01,3.0,158.0,0.0,161.0
30502,VACAS,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-08-01,1.0,0.0,0.0,1.0
70803,MORO MORO,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-09-01,1.0,0.0,0.0,1.0
70805,PUCARA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-09-01,1.0,0.0,0.0,1.0
10202,TARVITA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-09-01,1.0,20.0,0.0,21.0
70703,CABEZAS,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-10-01,1.0,0.0,0.0,1.0
30303,COCAPATA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-10-01,17.0,0.0,0.0,17.0
70803,MORO MORO,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-10-01,1.0,0.0,0.0,1.0
30202,PASORAPA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-10-01,1.0,5.0,0.0,6.0
10403,SOPACHUY,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-10-01,1.0,50.0,0.0,51.0
60402,YUNCHARA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-11-01,1.0,50.0,0.0,51.0
50601,COTAGAITA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-12-01,1.0,125.0,0.0,126.0
70701,LAGUNILLAS,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-12-01,1.0,0.0,0.0,1.0
