codigo_municipio,municipio,grupo,variable,mes,a-menor-de-6-meses_masculino,a-menor-de-6-meses-1_femenino,b-6-m-a-menor-de-1-ano_masculino,b-6-m-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
60501,SAN LORENZO(TJA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10702,SAN LUCAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
71201,SAN MATIAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
50501,SAN PEDRO DE BUENA VISTA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
21702,SAN PEDRO DE TIQUINA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
70101,SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,5,0,7,0,10,0,2,0,1,0,1,0,26,26
70602,SANTA ROSA DEL SARA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
21301,SICA SICA (VILLA AROMA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,5,6
40104,SORACACHI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
10101,SUCRE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,3,3,6
30401,TARATA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
60101,TARIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,6,1,9,0,20,1,12,0,0,2,47,49
10202,TARVITA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20608,TEOPONTE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
50102,TINGUIPAYA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30903,TIQUIPAYA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,2,0,0,0,0,2,11,5,16,6,9,14,3,16,4,9,2,0,1,1,48,53,101
50502,TORO TORO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
80101,TRINIDAD,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50801,TUPIZA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3
60303,VILLA MONTES,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
31003,VILLA TUNARI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,1,0,0,0,2,0,1,0,0,4,0,1,0,0,0,0,4,5,9
11001,VILLA VACA GUZMAN (MUYUPAMPA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
51302,ACACIO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
30201,AIQUILE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,1,0,7,7
20202,ANCORAIMES,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
40603,ANTEQUERA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50802,ATOCHA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,5
90104,BELLA FLOR,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
10701,CAMARGO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
70706,CAMIRI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
22001,CARANAVI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,1,0,0,2,5,7
50702,CARIPUYO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
40201,CHALLAPATA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
70702,CHARAGUA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50204,CHUQUIHUTA AYLLU JUCUMANI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
51103,CKOCHAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30801,CLIZA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
90101,COBIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,5,6
71101,CONCEPCION,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
21401,COROICO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
40401,CURAHUARA DE CARANGAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
20105,EL ALTO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,1,1,1,0,2,2,2,2,1,0,0,5,2,13,0,5,0,2,0,1,9,31,40
71503,EL PUENTE(STC),"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,3
60502,EL PUENTE(TJA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
20405,ESCOMA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
90203,FILADELFIA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10502,HUACARETA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
40701,HUANUNI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,1,6,7
21105,LA ASUNTA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,1,0,0,0,0,3,7,1,1,0,0,1,2,5,11,16
20101,LA PAZ,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,3,0,0,0,0,0,0,1,0,2,2,15,2,2,0,0,1,2,8,22,30
11003,MACHARETI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
70903,MAIRANA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
20607,MAPIRI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,6,6
31301,MIZQUE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20402,MOCOMOCO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
10501,MONTEAGUDO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,5,5
70803,MORO MORO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
30302,MOROCHATA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,3
21104,PALOS BLANCOS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
40601,POOPO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
50101,POTOSI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,2,1,5,15,1,15,0,0,0,0,0,0,8,31,39
71401,PUERTO SUAREZ,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
31401,PUNATA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,1,0,0,1,2,5,0,0,0,0,0,2,3,8,11
31001,SACABA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
50701,SACACA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
70901,SAMAIPATA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,6,6
70301,SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
71104,SAN JULIAN,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
10702,SAN LUCAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50501,SAN PEDRO DE BUENA VISTA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
21702,SAN PEDRO DE TIQUINA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70303,SAN RAFAEL,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,6,0,14,2,12,0,3,0,2,0,0,2,37,39
21301,SICA SICA (VILLA AROMA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10101,SUCRE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
60101,TARIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,2,0,0,0,0,0,18,18
10202,TARVITA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
50102,TINGUIPAYA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
30903,TIQUIPAYA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,1,1,3,6,2,8,9,5,9,4,16,5,32,1,6,1,3,2,1,33,82,115
31601,TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
50801,TUPIZA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,7,7
40402,TURCO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
51201,UYUNI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10704,VILLA CHARCAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
31402,VILLA RIVERO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
31003,VILLA TUNARI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,4,5
11001,VILLA VACA GUZMAN (MUYUPAMPA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,3
51501,VILLAZON,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50103,YOCALLA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
30201,AIQUILE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
10404,ALCALA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
40603,ANTEQUERA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30403,ARBIETO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50802,ATOCHA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
70703,CABEZAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
51102,"CAIZA ""D""","violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
10701,CAMARGO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
70706,CAMIRI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
30701,CAPINOTA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
22001,CARANAVI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,5,5
40201,CHALLAPATA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
