codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-menor-de-2-anos_masculino,1-a-menor-de-2-anos-1_femenino,2-a-menor-de-5-anos_masculino,2-a-menor-de-5-anos-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
40903,CHIPAYA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,0,0,1,0,1,1,2
40302,CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,2,1,0,0,2,1,3
21101,CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla baja (tb),2008-06-01,0,3,1,1,3,1,4,5,9
20501,CHUMA,talla para la edad (t/e),talla baja (tb),2008-06-01,9,4,18,10,22,26,49,40,89
30801,CLIZA,talla para la edad (t/e),talla baja (tb),2008-06-01,5,2,6,2,4,7,15,11,26
90101,COBIJA,talla para la edad (t/e),talla baja (tb),2008-06-01,8,5,9,6,10,6,27,17,44
30905,COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,4,1,2,6,4,7,10,17
50901,"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2008-06-01,5,7,15,11,11,14,31,32,63
21307,COLLANA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,4,4,3,5,7,12
31002,COLOMI,talla para la edad (t/e),talla baja (tb),2008-06-01,8,11,14,14,47,48,69,73,142
50401,COLQUECHACA,talla para la edad (t/e),talla baja (tb),2008-06-01,82,55,111,103,106,92,299,250,549
21306,COLQUENCHA,talla para la edad (t/e),talla baja (tb),2008-06-01,7,2,12,6,13,9,32,17,49
21004,COLQUIRI,talla para la edad (t/e),talla baja (tb),2008-06-01,2,2,2,3,1,5,5,10,15
20304,COMANCHE,talla para la edad (t/e),talla baja (tb),2008-06-01,4,2,10,5,7,5,21,12,33
71301,COMARAPA,talla para la edad (t/e),talla baja (tb),2008-06-01,18,16,15,10,12,13,45,39,84
20605,COMBAYA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,1,0,0,0,1,1
71101,CONCEPCION,talla para la edad (t/e),talla baja (tb),2008-06-01,0,2,5,4,9,2,14,8,22
21701,COPACABANA,talla para la edad (t/e),talla baja (tb),2008-06-01,4,2,12,7,7,9,23,18,41
21402,CORIPATA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,1,5,4,10,5,16,21
20301,CORO CORO,talla para la edad (t/e),talla baja (tb),2008-06-01,5,7,14,4,9,6,28,17,45
21401,COROICO,talla para la edad (t/e),talla baja (tb),2008-06-01,3,9,10,16,14,12,27,37,64
40301,CORQUE,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,1,0,1,0,2,2
50601,COTAGAITA,talla para la edad (t/e),talla baja (tb),2008-06-01,25,14,37,26,42,60,104,100,204
71106,CUATRO CAÑADAS,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,1,1,0,0,1,2,3
10902,CULPINA,talla para la edad (t/e),talla baja (tb),2008-06-01,10,6,32,29,56,78,98,113,211
40401,CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,5,1,3,0,9,1,10
21602,CURVA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,3,11,4,11,7,22,14,36
20804,DESAGUADERO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,2,5,2,6,3,11,7,18
20105,EL ALTO,talla para la edad (t/e),talla baja (tb),2008-06-01,327,259,331,257,384,358,1042,874,1916
40103,EL CHORO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,2,0,3,1,5,6
71503,EL PUENTE(STC),talla para la edad (t/e),talla baja (tb),2008-06-01,7,8,7,10,10,8,24,26,50
60502,EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2008-06-01,2,2,8,4,9,9,19,15,34
10405,EL VILLAR,talla para la edad (t/e),talla baja (tb),2008-06-01,2,2,14,5,49,49,65,56,121
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-06-01,2,3,9,3,3,3,14,9,23
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-06-01,4,3,6,7,21,10,31,20,51
41101,EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,3,0,0,2,3,2,5
80402,EXALTACION,talla para la edad (t/e),talla baja (tb),2008-06-01,0,2,0,1,0,0,0,3,3
71004,FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,2,0,1,0,3,0,3
90203,FILADELFIA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,0,2,1,2,1,3
71002,GENERAL SAAVEDRA,talla para la edad (t/e),talla baja (tb),2008-06-01,9,3,11,9,13,15,33,27,60
21601,GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2008-06-01,19,14,21,22,44,35,84,71,155
20602,GUANAY,talla para la edad (t/e),talla baja (tb),2008-06-01,2,4,3,5,5,6,10,15,25
20802,GUAQUI,talla para la edad (t/e),talla baja (tb),2008-06-01,2,1,2,2,1,2,5,5,10
80202,GUAYARAMERIN,talla para la edad (t/e),talla baja (tb),2008-06-01,19,12,10,11,10,14,39,37,76
70705,GUTIERREZ,talla para la edad (t/e),talla baja (tb),2008-06-01,0,2,0,2,5,4,5,8,13
40701,HUANUNI,talla para la edad (t/e),talla baja (tb),2008-06-01,2,2,3,6,16,4,21,12,33
80803,HUARACAJE,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,1,0,5,5,7,5,12
41601,HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,0,3,2,4,2,6
21005,ICHOCA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,0,0,1,0,1,1
10304,ICLA,talla para la edad (t/e),talla baja (tb),2008-06-01,31,21,37,31,86,111,154,163,317
10703,INCAHUASI,talla para la edad (t/e),talla baja (tb),2008-06-01,61,41,108,109,225,246,394,396,790
21001,INQUISIVI,talla para la edad (t/e),talla baja (tb),2008-06-01,8,10,9,6,7,9,24,25,49
21102,IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla baja (tb),2008-06-01,6,2,4,1,12,15,22,18,40
21501,IXIAMAS,talla para la edad (t/e),talla baja (tb),2008-06-01,2,6,9,14,9,10,20,30,50
20806,JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-06-01,8,2,11,13,31,29,50,44,94
21105,LA ASUNTA,talla para la edad (t/e),talla baja (tb),2008-06-01,3,2,3,0,4,8,10,10,20
20101,LA PAZ,talla para la edad (t/e),talla baja (tb),2008-06-01,251,191,225,203,236,237,712,631,1343
21202,LAJA,talla para la edad (t/e),talla baja (tb),2008-06-01,16,14,15,14,26,12,57,40,97
10903,LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2008-06-01,2,3,6,2,14,14,22,19,41
21006,LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,2,1,3,3,5,4,9
50203,LLALLAGUA,talla para la edad (t/e),talla baja (tb),2008-06-01,6,5,10,6,29,13,45,24,69
51401,LLICA,talla para la edad (t/e),talla baja (tb),2008-06-01,7,7,2,5,11,10,20,22,42
80601,LORETO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,0,0,2,0,2,2
20901,LURIBAY,talla para la edad (t/e),talla baja (tb),2008-06-01,5,5,11,13,22,17,38,35,73
40702,MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2008-06-01,2,0,5,1,2,1,9,2,11
80801,MAGDALENA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,1,2,0,0,1,3,2,5
70903,MAIRANA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,1,1,2,1,3,3,6
20904,MALLA,talla para la edad (t/e),talla baja (tb),2008-06-01,9,5,7,7,32,26,48,38,86
20607,MAPIRI,talla para la edad (t/e),talla baja (tb),2008-06-01,2,1,5,13,3,4,10,18,28
20103,MECAPACA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,2,1,1,1,4,2,6
71003,MINEROS,talla para la edad (t/e),talla baja (tb),2008-06-01,4,7,15,12,24,22,43,41,84
31301,MIZQUE,talla para la edad (t/e),talla baja (tb),2008-06-01,18,26,36,35,59,67,113,128,241
20402,MOCOMOCO,talla para la edad (t/e),talla baja (tb),2008-06-01,23,14,15,13,40,34,78,61,139
51002,MOJINETE,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,1,2,1,5,2,8,10
10303,MOJOCOYA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,2,7,4,10,9,18,15,33
71001,MONTERO,talla para la edad (t/e),talla baja (tb),2008-06-01,16,7,11,7,3,4,30,18,48
70803,MORO MORO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,4,4,4,4,8,9,17
30302,MOROCHATA,talla para la edad (t/e),talla baja (tb),2008-06-01,15,23,33,29,62,55,110,107,217
90401,NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,3,0,3,1,6,1,7
20307,NAZACARA DE PACAJES,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,1,0,0,0,1,1
50404,OCURI,talla para la edad (t/e),talla baja (tb),2008-06-01,34,24,64,93,72,98,170,215,385
30203,OMEREQUE,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,1,0,3,3,5,3,8
40101,ORURO,talla para la edad (t/e),talla baja (tb),2008-06-01,72,45,122,78,64,66,258,189,447
60201,PADCAYA,talla para la edad (t/e),talla baja (tb),2008-06-01,3,3,4,8,6,9,13,20,33
10401,PADILLA,talla para la edad (t/e),talla baja (tb),2008-06-01,18,11,26,22,73,75,117,108,225
70502,PAILON,talla para la edad (t/e),talla baja (tb),2008-06-01,0,3,20,2,3,6,23,11,34
20102,PALCA,talla para la edad (t/e),talla baja (tb),2008-06-01,7,7,2,2,2,2,11,11,22
21104,PALOS BLANCOS,talla para la edad (t/e),talla baja (tb),2008-06-01,8,0,7,6,11,12,26,18,44
40802,PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2008-06-01,4,0,3,1,2,7,9,8,17
21802,PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,0,0,0,0,0,1,1
30202,PASORAPA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,0,3,3,4,3,7
21305,PATACAMAYA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,2,0,0,3,2,4,6
40602,PAZÑA,talla para la edad (t/e),talla baja (tb),2008-06-01,3,2,15,2,7,12,25,16,41
20702,PELECHUCO,talla para la edad (t/e),talla baja (tb),2008-06-01,4,2,8,5,13,8,25,15,40
50403,POCOATA,talla para la edad (t/e),talla baja (tb),2008-06-01,37,45,63,72,141,163,241,280,521
31203,POCONA,talla para la edad (t/e),talla baja (tb),2008-06-01,14,8,10,12,15,16,39,36,75
31202,POJO (CBBA),talla para la edad (t/e),talla baja (tb),2008-06-01,3,0,6,3,22,17,31,20,51
40601,POOPO,talla para la edad (t/e),talla baja (tb),2008-06-01,2,2,1,1,3,4,6,7,13
51203,PORCO,talla para la edad (t/e),talla baja (tb),2008-06-01,29,19,16,17,22,27,67,63,130
10103,POROMA,talla para la edad (t/e),talla baja (tb),2008-06-01,29,27,38,47,77,81,144,155,299
70601,PORTACHUELO,talla para la edad (t/e),talla baja (tb),2008-06-01,2,1,3,2,2,8,7,11,18
90102,PORVENIR,talla para la edad (t/e),talla baja (tb),2008-06-01,2,0,2,1,0,1,4,2,6
50101,POTOSI,talla para la edad (t/e),talla baja (tb),2008-06-01,137,111,169,119,204,152,510,382,892
10302,PRESTO,talla para la edad (t/e),talla baja (tb),2008-06-01,18,21,45,18,102,67,165,106,271
70805,PUCARA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,0,1,0,2,0,2
21201,PUCARANI,talla para la edad (t/e),talla baja (tb),2008-06-01,2,7,8,4,9,4,19,15,34
20401,PUERTO ACOSTA,talla para la edad (t/e),talla baja (tb),2008-06-01,8,8,14,17,20,32,42,57,99
20403,PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2008-06-01,10,7,16,18,27,26,53,51,104
90301,PUERTO GONZALO MORENO,talla para la edad (t/e),talla baja (tb),2008-06-01,5,5,9,10,25,18,39,33,72
21204,PUERTO PEREZ,talla para la edad (t/e),talla baja (tb),2008-06-01,5,0,5,5,0,3,10,8,18
90201,PUERTO RICO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,2,4,6,3,7,7,15,22
80703,PUERTO SILES,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,0,0,0,5,1,5,6
31205,PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2008-06-01,18,18,25,26,30,23,73,67,140
51101,PUNA,talla para la edad (t/e),talla baja (tb),2008-06-01,27,16,52,54,78,72,157,142,299
31401,PUNATA,talla para la edad (t/e),talla baja (tb),2008-06-01,16,13,15,17,6,19,37,49,86
20604,QUIABAYA,talla para la edad (t/e),talla baja (tb),2008-06-01,3,6,0,4,8,6,11,16,27
30901,QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2008-06-01,5,7,4,3,6,4,15,14,29
21002,QUIME,talla para la edad (t/e),talla baja (tb),2008-06-01,4,1,10,5,19,10,33,16,49
70904,QUIRUSILLAS,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,1,1,0,1,1,2
50402,RAVELO,talla para la edad (t/e),talla baja (tb),2008-06-01,38,34,54,76,141,141,233,251,484
80301,REYES,talla para la edad (t/e),talla baja (tb),2008-06-01,7,5,6,11,6,13,19,29,48
80201,RIBERALTA,talla para la edad (t/e),talla baja (tb),2008-06-01,59,41,81,60,46,37,186,138,324
70503,ROBORE,talla para la edad (t/e),talla baja (tb),2008-06-01,2,0,1,0,3,1,6,1,7
80304,RURRENABAQUE,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,0,0,0,0,0,1,1
40901,SABAYA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,1,0,1,1,2,2,4
31001,SACABA,talla para la edad (t/e),talla baja (tb),2008-06-01,11,13,30,29,42,44,83,86,169
30404,SACABAMBA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,2,4,1,1,4,5,9
50701,SACACA,talla para la edad (t/e),talla baja (tb),2008-06-01,73,61,94,103,143,145,310,309,619
71302,SAIPINA,talla para la edad (t/e),talla baja (tb),2008-06-01,6,4,7,0,11,3,24,7,31
40801,SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2008-06-01,4,5,4,5,15,16,23,26,49
70901,SAMAIPATA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,4,1,1,6,5,7,12
51601,SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,0,0,0,1,0,1
80602,SAN ANDRES,talla para la edad (t/e),talla baja (tb),2008-06-01,2,2,7,5,6,4,15,11,26
20805,SAN ANDRES DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-06-01,3,1,3,6,2,4,8,11,19
51003,SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla baja (tb),2008-06-01,4,2,0,0,3,1,7,3,10
71105,SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,2,0,0,0,2,0,4,4
31403,SAN BENITO,talla para la edad (t/e),talla baja (tb),2008-06-01,2,1,5,6,10,2,17,9,26
80302,SAN BORJA,talla para la edad (t/e),talla baja (tb),2008-06-01,12,7,13,11,22,25,47,43,90
21502,SAN BUENA VENTURA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,3,1,2,2,6,3,9
70402,SAN CARLOS,talla para la edad (t/e),talla baja (tb),2008-06-01,0,4,1,1,3,8,4,13,17
80501,SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2008-06-01,3,8,7,7,19,10,29,25,54
70301,SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-06-01,2,0,2,4,6,2,10,6,16
80102,SAN JAVIER(BNI),talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,0,5,4,5,4,9
80701,SAN JOAQUIN,talla para la edad (t/e),talla baja (tb),2008-06-01,3,3,1,1,6,2,10,6,16
70501,SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,3,1,1,1,5,2,7
70404,SAN JUAN DE YAPACANI,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,1,0,0,0,1,1
90302,SAN LORENZO(PND),talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,0,0,0,1,0,1
60501,SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2008-06-01,3,8,5,10,16,22,24,40,64
10702,SAN LUCAS,talla para la edad (t/e),talla baja (tb),2008-06-01,86,78,145,161,359,352,590,591,1181
70302,SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,3,1,2,0,5,1,6
51001,SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2008-06-01,10,5,4,3,13,8,27,16,43
71005,SAN PEDRO,talla para la edad (t/e),talla baja (tb),2008-06-01,3,2,1,2,5,10,9,14,23
50501,SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-06-01,31,35,61,49,91,90,183,174,357
50902,SAN PEDRO DE QUEMES,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,1,0,0,0,2,0,2
21702,SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,2,1,1,4,3,6,6,12
90202,SAN PEDRO(PND),talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,0,1,4,2,4,6
70303,SAN RAFAEL,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,0,1,0,2,0,2
80702,SAN RAMON,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,1,2,1,0,3,2,5
70101,SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2008-06-01,26,12,7,8,16,13,49,33,82
80303,SANTA ROSA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,4,1,3,1,7,3,10
20308,SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,0,1,0,1,0,1
41401,SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2008-06-01,3,6,14,8,30,25,47,39,86
21901,SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,2,1,0,1,2,3
30702,SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2008-06-01,0,2,1,2,3,8,4,12,16
40202,SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla baja (tb),2008-06-01,3,0,3,1,5,6,11,7,18
20902,SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2008-06-01,8,3,14,8,27,23,49,34,83
21301,SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,6,6,7,5,13,11,24
30902,SIPE SIPE,talla para la edad (t/e),talla baja (tb),2008-06-01,23,17,44,32,28,25,95,74,169
10403,SOPACHUY,talla para la edad (t/e),talla baja (tb),2008-06-01,23,16,48,36,102,114,173,166,339
40104,SORACACHI,talla para la edad (t/e),talla baja (tb),2008-06-01,3,2,4,5,2,4,9,11,20
10101,SUCRE,talla para la edad (t/e),talla baja (tb),2008-06-01,43,43,60,50,185,129,288,222,510
20603,TACACOMA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,0,1,0,2,0,2
50303,TACOBAMBA,talla para la edad (t/e),talla baja (tb),2008-06-01,5,3,6,15,23,8,34,26,60
30602,TACOPAYA,talla para la edad (t/e),talla baja (tb),2008-06-01,3,5,11,13,41,36,55,54,109
31101,TAPACARI,talla para la edad (t/e),talla baja (tb),2008-06-01,18,32,47,39,38,40,103,111,214
10601,TARABUCO,talla para la edad (t/e),talla baja (tb),2008-06-01,22,15,24,19,80,65,126,99,225
20807,TARACO,talla para la edad (t/e),talla baja (tb),2008-06-01,1,1,1,0,2,1,4,2,6
30401,TARATA,talla para la edad (t/e),talla baja (tb),2008-06-01,3,0,5,2,2,5,10,7,17
60101,TARIJA,talla para la edad (t/e),talla baja (tb),2008-06-01,5,6,5,3,3,15,13,24,37
10202,TARVITA,talla para la edad (t/e),talla baja (tb),2008-06-01,48,39,101,78,243,258,392,375,767
20803,TIAWANACU,talla para la edad (t/e),talla baja (tb),2008-06-01,0,3,3,1,0,6,3,10,13
50102,TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2008-06-01,25,41,32,45,99,77,156,163,319
30903,TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,5,4,1,5,5,9,11,20
31601,TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2008-06-01,15,14,13,14,27,27,55,55,110
21703,TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,4,1,5,4,10,5,15
30802,TOCO,talla para la edad (t/e),talla baja (tb),2008-06-01,2,0,7,1,0,2,9,3,12
30803,TOLATA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,2,0,2,3,4,3,7
41001,TOLEDO,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,2,0,1,0,4,0,4
51202,TOMAVE,talla para la edad (t/e),talla baja (tb),2008-06-01,4,7,13,9,21,17,38,33,71
10402,TOMINA,talla para la edad (t/e),talla baja (tb),2008-06-01,7,6,5,10,43,37,55,53,108
50502,TORO TORO,talla para la edad (t/e),talla baja (tb),2008-06-01,20,27,49,44,79,112,148,183,331
31201,TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2008-06-01,3,1,19,9,9,12,31,22,53
41301,TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2008-06-01,3,0,1,0,1,1,5,1,6
80101,TRINIDAD,talla para la edad (t/e),talla baja (tb),2008-06-01,47,32,36,43,33,35,116,110,226
50801,TUPIZA,talla para la edad (t/e),talla baja (tb),2008-06-01,31,18,36,21,74,69,141,108,249
40402,TURCO,talla para la edad (t/e),talla baja (tb),2008-06-01,2,0,2,2,2,0,6,2,8
21302,UMALA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,1,0,1,2,2,3,4,7
50201,UNCIA,talla para la edad (t/e),talla baja (tb),2008-06-01,7,12,14,24,34,28,55,64,119
60401,URIONDO (A. CONCEPCION),talla para la edad (t/e),talla baja (tb),2008-06-01,7,0,3,9,8,8,18,17,35
71502,URUBICHA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,2,4,5,6,8,10,18
51201,UYUNI,talla para la edad (t/e),talla baja (tb),2008-06-01,7,11,9,11,39,33,55,55,110
30502,VACAS,talla para la edad (t/e),talla baja (tb),2008-06-01,3,7,10,6,8,10,21,23,44
70801,VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2008-06-01,1,1,2,1,4,4,7,6,13
20801,VIACHA,talla para la edad (t/e),talla baja (tb),2008-06-01,4,8,6,7,6,12,16,27,43
31302,VILA VILA,talla para la edad (t/e),talla baja (tb),2008-06-01,5,10,14,12,13,20,32,42,74
90502,VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla baja (tb),2008-06-01,2,0,1,0,0,7,3,7,10
31402,VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2008-06-01,3,1,3,0,0,5,6,6,12
10801,VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2008-06-01,19,9,29,24,92,96,140,129,269
31003,VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2008-06-01,18,19,36,34,61,65,115,118,233
51501,VILLAZON,talla para la edad (t/e),talla baja (tb),2008-06-01,31,13,27,27,70,58,128,98,226
30904,VINTO,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,0,1,0,1,1,2,3
50602,VITICHI,talla para la edad (t/e),talla baja (tb),2008-06-01,7,12,16,20,43,53,66,85,151
20306,WALDO BALLIVIAN,talla para la edad (t/e),talla baja (tb),2008-06-01,1,1,3,5,2,12,6,18,24
70201,WARNES,talla para la edad (t/e),talla baja (tb),2008-06-01,0,3,4,1,10,2,14,6,20
20903,YACO,talla para la edad (t/e),talla baja (tb),2008-06-01,10,9,19,6,36,28,65,43,108
60301,YACUIBA,talla para la edad (t/e),talla baja (tb),2008-06-01,6,4,19,15,11,12,36,31,67
10602,YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2008-06-01,9,17,34,28,100,91,143,136,279
21103,YANACACHI,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,0,2,1,1,1,4,5
70403,YAPACANI,talla para la edad (t/e),talla baja (tb),2008-06-01,2,4,10,6,8,11,20,21,41
50103,YOCALLA,talla para la edad (t/e),talla baja (tb),2008-06-01,6,9,16,7,16,16,38,32,70
10102,YOTALA,talla para la edad (t/e),talla baja (tb),2008-06-01,6,5,17,11,48,43,71,59,130
60402,YUNCHARA,talla para la edad (t/e),talla baja (tb),2008-06-01,9,6,6,8,11,21,26,35,61
10301,ZUDAÑEZ,talla para la edad (t/e),talla baja (tb),2008-06-01,1,2,11,8,20,30,32,40,72
51302,ACACIO,talla para la edad (t/e),talla baja (tb),2008-07-01,19,15,18,19,22,30,59,64,123
20201,ACHACACHI,talla para la edad (t/e),talla baja (tb),2008-07-01,13,12,10,11,21,24,44,47,91
20104,ACHOCALLA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,2,1,0,0,1,1,3,4
30201,AIQUILE,talla para la edad (t/e),talla baja (tb),2008-07-01,10,10,22,14,27,37,59,61,120
31303,ALALAY,talla para la edad (t/e),talla baja (tb),2008-07-01,5,4,14,5,15,13,34,22,56
10404,ALCALA,talla para la edad (t/e),talla baja (tb),2008-07-01,4,1,7,9,34,23,45,33,78
20202,ANCORAIMES,talla para la edad (t/e),talla baja (tb),2008-07-01,24,13,33,11,42,44,99,68,167
41201,ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-07-01,2,3,1,0,4,8,7,11,18
40603,ANTEQUERA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,2,1,0,1,2,3
30402,ANZALDO,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,1,2,2,2,3,5
20701,APOLO,talla para la edad (t/e),talla baja (tb),2008-07-01,3,2,7,8,29,26,39,36,75
51301,ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2008-07-01,11,8,18,9,38,36,67,53,120
30501,ARANI,talla para la edad (t/e),talla baja (tb),2008-07-01,4,3,7,6,12,24,23,33,56
30403,ARBIETO,talla para la edad (t/e),talla baja (tb),2008-07-01,3,1,2,5,6,4,11,10,21
30601,ARQUE,talla para la edad (t/e),talla baja (tb),2008-07-01,10,12,7,14,26,25,43,51,94
50802,ATOCHA,talla para la edad (t/e),talla baja (tb),2008-07-01,6,6,11,6,18,11,35,23,58
20503,AUCAPATA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,6,9,4,7,10,16,26
20502,AYATA,talla para la edad (t/e),talla baja (tb),2008-07-01,8,6,18,6,18,17,44,29,73
21303,AYO AYO,talla para la edad (t/e),talla baja (tb),2008-07-01,8,5,2,5,10,7,20,17,37
30301,AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2008-07-01,11,11,21,17,24,15,56,43,99
10201,AZURDUY,talla para la edad (t/e),talla baja (tb),2008-07-01,3,0,0,0,1,4,4,4,8
21203,BATALLAS,talla para la edad (t/e),talla baja (tb),2008-07-01,5,4,19,9,17,16,41,29,70
41202,BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,1,0,1,0,1
