codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-menor-de-2-anos_masculino,1-a-menor-de-2-anos-1_femenino,2-a-menor-de-5-anos_masculino,2-a-menor-de-5-anos-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
50104,BELEN DE URMIRI,talla para la edad (t/e),talla baja (tb),2008-07-01,0,1,1,2,2,3,3,6,9
60202,BERMEJO,talla para la edad (t/e),talla baja (tb),2008-07-01,2,1,6,11,8,5,16,17,33
50301,BETANZOS,talla para la edad (t/e),talla baja (tb),2008-07-01,36,31,95,65,122,112,253,208,461
31501,BOLIVAR,talla para la edad (t/e),talla baja (tb),2008-07-01,12,8,26,19,19,11,57,38,95
90103,BOLPEBRA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,0,1,2,2,2,4
70401,BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,0,1,0,1,1
20905,CAIROMA,talla para la edad (t/e),talla baja (tb),2008-07-01,14,12,19,25,30,32,63,69,132
51102,"CAIZA ""D""",talla para la edad (t/e),talla baja (tb),2008-07-01,8,6,12,14,28,23,48,43,91
20303,CALACOTO,talla para la edad (t/e),talla baja (tb),2008-07-01,6,4,10,13,18,16,34,33,67
21304,CALAMARCA,talla para la edad (t/e),talla baja (tb),2008-07-01,16,14,42,29,41,39,99,82,181
10701,CAMARGO,talla para la edad (t/e),talla baja (tb),2008-07-01,16,14,25,27,80,87,121,128,249
10901,CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla baja (tb),2008-07-01,2,4,9,6,16,9,27,19,46
30701,CAPINOTA,talla para la edad (t/e),talla baja (tb),2008-07-01,3,3,9,10,21,21,33,34,67
20302,CAQUIAVIRI,talla para la edad (t/e),talla baja (tb),2008-07-01,7,8,4,4,12,8,23,20,43
40102,CARACOLLO,talla para la edad (t/e),talla baja (tb),2008-07-01,13,10,30,12,10,15,53,37,90
22001,CARANAVI,talla para la edad (t/e),talla baja (tb),2008-07-01,6,3,7,12,19,21,32,36,68
60302,CARAPARI,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,2,1,4,1,6,2,8
50702,CARIPUYO,talla para la edad (t/e),talla baja (tb),2008-07-01,19,11,34,34,105,76,158,121,279
21902,CATACORA,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,0,3,5,2,6,5,11
40201,CHALLAPATA,talla para la edad (t/e),talla baja (tb),2008-07-01,18,19,22,25,22,46,62,90,152
50302,CHAQUI,talla para la edad (t/e),talla baja (tb),2008-07-01,12,9,12,3,13,16,37,28,65
20305,CHARAÑA,talla para la edad (t/e),talla baja (tb),2008-07-01,3,1,2,1,3,2,8,4,12
50202,CHAYANTA,talla para la edad (t/e),talla baja (tb),2008-07-01,8,11,9,10,18,23,35,44,79
31204,CHIMORE,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,3,0,3,0,3
40903,CHIPAYA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,1,0,0,0,2,0,3,3
40302,CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,1,0,1,0,1
21101,CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla baja (tb),2008-07-01,0,3,3,2,1,2,4,7,11
20501,CHUMA,talla para la edad (t/e),talla baja (tb),2008-07-01,8,3,9,12,25,26,42,41,83
30801,CLIZA,talla para la edad (t/e),talla baja (tb),2008-07-01,5,5,8,5,4,8,17,18,35
90101,COBIJA,talla para la edad (t/e),talla baja (tb),2008-07-01,9,5,7,2,11,13,27,20,47
30905,COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2008-07-01,6,5,7,4,10,6,23,15,38
50901,"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2008-07-01,15,6,17,3,6,15,38,24,62
21307,COLLANA,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,0,1,0,0,1,1,2
31002,COLOMI,talla para la edad (t/e),talla baja (tb),2008-07-01,11,7,20,21,28,23,59,51,110
70603,COLPA BELGICA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,0,0,0,1,0,1
50401,COLQUECHACA,talla para la edad (t/e),talla baja (tb),2008-07-01,86,79,140,101,55,59,281,239,520
21306,COLQUENCHA,talla para la edad (t/e),talla baja (tb),2008-07-01,6,3,9,7,15,13,30,23,53
21004,COLQUIRI,talla para la edad (t/e),talla baja (tb),2008-07-01,1,5,2,0,2,1,5,6,11
20304,COMANCHE,talla para la edad (t/e),talla baja (tb),2008-07-01,2,0,12,4,3,1,17,5,22
71301,COMARAPA,talla para la edad (t/e),talla baja (tb),2008-07-01,7,9,6,7,9,6,22,22,44
20605,COMBAYA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,2,0,0,0,2,2
71101,CONCEPCION,talla para la edad (t/e),talla baja (tb),2008-07-01,3,4,13,9,6,6,22,19,41
21701,COPACABANA,talla para la edad (t/e),talla baja (tb),2008-07-01,6,2,4,5,9,9,19,16,35
21402,CORIPATA,talla para la edad (t/e),talla baja (tb),2008-07-01,5,3,3,4,9,7,17,14,31
20301,CORO CORO,talla para la edad (t/e),talla baja (tb),2008-07-01,10,5,10,7,17,17,37,29,66
21401,COROICO,talla para la edad (t/e),talla baja (tb),2008-07-01,1,3,3,6,2,1,6,10,16
40301,CORQUE,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,1,0,1,0,1
50601,COTAGAITA,talla para la edad (t/e),talla baja (tb),2008-07-01,11,12,52,36,52,48,115,96,211
70102,COTOCA,talla para la edad (t/e),talla baja (tb),2008-07-01,49,39,35,27,48,45,132,111,243
31405,CUCHUMUELA (V. G. VILLARROEL),talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,1,0,1,4,3,4,7
70704,CUEVO,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,1,1,2,1,3,4
10902,CULPINA,talla para la edad (t/e),talla baja (tb),2008-07-01,10,10,21,26,60,53,91,89,180
40401,CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2008-07-01,5,2,4,1,3,7,12,10,22
21602,CURVA,talla para la edad (t/e),talla baja (tb),2008-07-01,3,2,9,10,21,12,33,24,57
20804,DESAGUADERO,talla para la edad (t/e),talla baja (tb),2008-07-01,3,3,2,3,1,3,6,9,15
20105,EL ALTO,talla para la edad (t/e),talla baja (tb),2008-07-01,378,284,411,332,417,434,1206,1050,2256
40103,EL CHORO,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,2,1,2,0,5,1,6
71503,EL PUENTE(STC),talla para la edad (t/e),talla baja (tb),2008-07-01,4,2,20,14,8,12,32,28,60
60502,EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2008-07-01,2,5,2,9,14,16,18,30,48
70105,EL TORNO,talla para la edad (t/e),talla baja (tb),2008-07-01,10,6,14,8,25,22,49,36,85
10405,EL VILLAR,talla para la edad (t/e),talla baja (tb),2008-07-01,7,5,14,7,43,43,64,55,119
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-07-01,6,6,8,15,18,14,32,35,67
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-07-01,5,2,10,5,20,21,35,28,63
41101,EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2008-07-01,1,2,0,0,1,1,2,3,5
80402,EXALTACION,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,0,1,0,2,0,2
71004,FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2008-07-01,0,3,0,1,1,0,1,4,5
90203,FILADELFIA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,0,1,1,2,1,3
71002,GENERAL SAAVEDRA,talla para la edad (t/e),talla baja (tb),2008-07-01,7,3,8,9,7,7,22,19,41
21601,GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2008-07-01,3,2,6,7,13,9,22,18,40
20602,GUANAY,talla para la edad (t/e),talla baja (tb),2008-07-01,2,7,10,5,2,6,14,18,32
20802,GUAQUI,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,2,0,5,0,7,0,7
80202,GUAYARAMERIN,talla para la edad (t/e),talla baja (tb),2008-07-01,10,5,14,7,10,10,34,22,56
70705,GUTIERREZ,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,0,1,0,1,1
10502,HUACARETA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,2,2,2,9,4,11,8,19
40701,HUANUNI,talla para la edad (t/e),talla baja (tb),2008-07-01,10,9,8,2,9,7,27,18,45
80803,HUARACAJE,talla para la edad (t/e),talla baja (tb),2008-07-01,1,2,4,2,3,5,8,9,17
41601,HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,2,2,2,2,4,4,8
21005,ICHOCA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,4,0,2,9,6,9,12,21
10304,ICLA,talla para la edad (t/e),talla baja (tb),2008-07-01,33,22,54,41,132,129,219,192,411
10703,INCAHUASI,talla para la edad (t/e),talla baja (tb),2008-07-01,51,53,110,97,222,223,383,373,756
21001,INQUISIVI,talla para la edad (t/e),talla baja (tb),2008-07-01,6,5,9,7,15,14,30,26,56
21102,IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,0,1,0,1,1
21501,IXIAMAS,talla para la edad (t/e),talla baja (tb),2008-07-01,2,4,4,6,12,13,18,23,41
20806,JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-07-01,7,2,7,14,39,35,53,51,104
21105,LA ASUNTA,talla para la edad (t/e),talla baja (tb),2008-07-01,5,5,7,8,0,2,12,15,27
70104,LA GUARDIA,talla para la edad (t/e),talla baja (tb),2008-07-01,81,78,56,52,72,68,209,198,407
20101,LA PAZ,talla para la edad (t/e),talla baja (tb),2008-07-01,284,225,273,210,280,269,837,704,1541
70701,LAGUNILLAS,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,0,0,0,1,0,1
21202,LAJA,talla para la edad (t/e),talla baja (tb),2008-07-01,11,10,10,8,12,15,33,33,66
10903,LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2008-07-01,3,0,7,8,21,19,31,27,58
21006,LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,5,1,9,7,14,8,22
50203,LLALLAGUA,talla para la edad (t/e),talla baja (tb),2008-07-01,2,1,2,2,5,4,9,7,16
51401,LLICA,talla para la edad (t/e),talla baja (tb),2008-07-01,4,3,6,7,13,10,23,20,43
80601,LORETO,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,0,1,1,2,1,3
20901,LURIBAY,talla para la edad (t/e),talla baja (tb),2008-07-01,8,11,23,10,27,23,58,44,102
40702,MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,0,2,4,3,5,5,10
11003,MACHARETI,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,1,3,1,4,2,6
80801,MAGDALENA,talla para la edad (t/e),talla baja (tb),2008-07-01,1,2,1,1,1,0,3,3,6
70903,MAIRANA,talla para la edad (t/e),talla baja (tb),2008-07-01,5,8,7,3,13,11,25,22,47
20904,MALLA,talla para la edad (t/e),talla baja (tb),2008-07-01,4,2,6,3,19,15,29,20,49
20607,MAPIRI,talla para la edad (t/e),talla baja (tb),2008-07-01,0,4,7,1,4,1,11,6,17
20103,MECAPACA,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,2,0,2,2,5,2,7
71003,MINEROS,talla para la edad (t/e),talla baja (tb),2008-07-01,8,2,14,5,14,13,36,20,56
31301,MIZQUE,talla para la edad (t/e),talla baja (tb),2008-07-01,21,12,21,22,38,39,80,73,153
20402,MOCOMOCO,talla para la edad (t/e),talla baja (tb),2008-07-01,13,9,22,13,43,48,78,70,148
51002,MOJINETE,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,2,1,1,1,3,2,5
10303,MOJOCOYA,talla para la edad (t/e),talla baja (tb),2008-07-01,1,3,7,2,8,11,16,16,32
10501,MONTEAGUDO,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,3,2,7,3,10,5,15
71001,MONTERO,talla para la edad (t/e),talla baja (tb),2008-07-01,8,6,10,4,4,6,22,16,38
70803,MORO MORO,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,1,1,1,2,3,3,6
30302,MOROCHATA,talla para la edad (t/e),talla baja (tb),2008-07-01,15,16,22,23,50,44,87,83,170
90401,NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,1,0,0,1,2,1,3
50404,OCURI,talla para la edad (t/e),talla baja (tb),2008-07-01,48,29,75,63,61,58,184,150,334
30203,OMEREQUE,talla para la edad (t/e),talla baja (tb),2008-07-01,3,3,6,1,0,3,9,7,16
40101,ORURO,talla para la edad (t/e),talla baja (tb),2008-07-01,71,51,104,61,61,55,236,167,403
60201,PADCAYA,talla para la edad (t/e),talla baja (tb),2008-07-01,2,7,3,7,6,4,11,18,29
10401,PADILLA,talla para la edad (t/e),talla baja (tb),2008-07-01,15,3,27,22,82,78,124,103,227
70502,PAILON,talla para la edad (t/e),talla baja (tb),2008-07-01,2,4,2,2,4,4,8,10,18
20102,PALCA,talla para la edad (t/e),talla baja (tb),2008-07-01,5,3,10,8,8,5,23,16,39
21104,PALOS BLANCOS,talla para la edad (t/e),talla baja (tb),2008-07-01,6,11,15,14,32,24,53,49,102
40802,PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2008-07-01,5,2,0,3,0,2,5,7,12
70902,PAMPA GRANDE,talla para la edad (t/e),talla baja (tb),2008-07-01,1,1,0,0,0,2,1,3,4
21802,PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,1,3,0,0,2,3,5
30202,PASORAPA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,4,4,4,4,8
40602,PAZÑA,talla para la edad (t/e),talla baja (tb),2008-07-01,6,2,11,9,2,12,19,23,42
20702,PELECHUCO,talla para la edad (t/e),talla baja (tb),2008-07-01,8,3,5,4,11,8,24,15,39
50403,POCOATA,talla para la edad (t/e),talla baja (tb),2008-07-01,62,61,92,93,67,79,221,233,454
31203,POCONA,talla para la edad (t/e),talla baja (tb),2008-07-01,3,3,6,4,11,14,20,21,41
31202,POJO (CBBA),talla para la edad (t/e),talla baja (tb),2008-07-01,1,2,1,1,10,7,12,10,22
40601,POOPO,talla para la edad (t/e),talla baja (tb),2008-07-01,2,0,2,0,0,0,4,0,4
51203,PORCO,talla para la edad (t/e),talla baja (tb),2008-07-01,26,8,9,8,6,11,41,27,68
10103,POROMA,talla para la edad (t/e),talla baja (tb),2008-07-01,18,24,42,37,62,70,122,131,253
70103,PORONGO,talla para la edad (t/e),talla baja (tb),2008-07-01,2,1,0,0,2,4,4,5,9
70601,PORTACHUELO,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,2,0,1,0,3,0,3
90102,PORVENIR,talla para la edad (t/e),talla baja (tb),2008-07-01,2,0,1,3,0,2,3,5,8
50101,POTOSI,talla para la edad (t/e),talla baja (tb),2008-07-01,144,93,150,103,170,138,464,334,798
10302,PRESTO,talla para la edad (t/e),talla baja (tb),2008-07-01,21,13,47,17,75,59,143,89,232
70805,PUCARA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,1,1,0,0,0,1,1,2
21201,PUCARANI,talla para la edad (t/e),talla baja (tb),2008-07-01,11,5,7,8,3,6,21,19,40
20401,PUERTO ACOSTA,talla para la edad (t/e),talla baja (tb),2008-07-01,4,12,9,15,16,26,29,53,82
20403,PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2008-07-01,10,13,17,19,26,39,53,71,124
90301,PUERTO GONZALO MORENO,talla para la edad (t/e),talla baja (tb),2008-07-01,7,5,5,5,7,12,19,22,41
21204,PUERTO PEREZ,talla para la edad (t/e),talla baja (tb),2008-07-01,5,3,5,1,2,3,12,7,19
71402,PUERTO QUIJARRO,talla para la edad (t/e),talla baja (tb),2008-07-01,2,0,0,0,0,0,2,0,2
90201,PUERTO RICO,talla para la edad (t/e),talla baja (tb),2008-07-01,4,7,5,8,6,3,15,18,33
80703,PUERTO SILES,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,0,1,0,1,1
71401,PUERTO SUAREZ,talla para la edad (t/e),talla baja (tb),2008-07-01,1,3,4,2,5,1,10,6,16
31205,PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2008-07-01,26,26,25,30,45,47,96,103,199
51101,PUNA,talla para la edad (t/e),talla baja (tb),2008-07-01,36,17,46,38,88,76,170,131,301
31401,PUNATA,talla para la edad (t/e),talla baja (tb),2008-07-01,9,14,16,21,13,46,38,81,119
20604,QUIABAYA,talla para la edad (t/e),talla baja (tb),2008-07-01,12,10,14,10,2,1,28,21,49
30901,QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2008-07-01,6,2,5,5,8,7,19,14,33
21002,QUIME,talla para la edad (t/e),talla baja (tb),2008-07-01,2,0,10,3,22,16,34,19,53
50402,RAVELO,talla para la edad (t/e),talla baja (tb),2008-07-01,25,36,55,65,136,121,216,222,438
80301,REYES,talla para la edad (t/e),talla baja (tb),2008-07-01,2,2,10,4,4,7,16,13,29
80201,RIBERALTA,talla para la edad (t/e),talla baja (tb),2008-07-01,66,45,90,59,48,44,204,148,352
70503,ROBORE,talla para la edad (t/e),talla baja (tb),2008-07-01,3,3,2,0,5,1,10,4,14
40901,SABAYA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,1,2,1,0,0,2,2,4
31001,SACABA,talla para la edad (t/e),talla baja (tb),2008-07-01,20,25,40,33,40,58,100,116,216
30404,SACABAMBA,talla para la edad (t/e),talla baja (tb),2008-07-01,1,1,3,7,5,6,9,14,23
50701,SACACA,talla para la edad (t/e),talla baja (tb),2008-07-01,42,45,65,72,123,96,230,213,443
71302,SAIPINA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,1,2,2,3,3,6
40801,SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2008-07-01,2,1,1,4,4,10,7,15,22
70901,SAMAIPATA,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,1,2,1,0,3,2,5
51601,SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,1,1,1,1,2
80602,SAN ANDRES,talla para la edad (t/e),talla baja (tb),2008-07-01,0,1,3,2,2,0,5,3,8
20805,SAN ANDRES DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,0,0,2,1,2,3
51003,SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,0,0,2,2,3,2,5
71105,SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla baja (tb),2008-07-01,5,16,2,1,2,9,9,26,35
31403,SAN BENITO,talla para la edad (t/e),talla baja (tb),2008-07-01,3,3,4,1,0,2,7,6,13
80302,SAN BORJA,talla para la edad (t/e),talla baja (tb),2008-07-01,14,9,23,11,11,18,48,38,86
21502,SAN BUENA VENTURA,talla para la edad (t/e),talla baja (tb),2008-07-01,3,1,4,4,6,4,13,9,22
70402,SAN CARLOS,talla para la edad (t/e),talla baja (tb),2008-07-01,1,1,2,0,2,2,5,3,8
80501,SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2008-07-01,10,12,9,10,7,10,26,32,58
70301,SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,6,3,9,2,16,5,21
80102,SAN JAVIER(BNI),talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,1,2,1,2,3
71102,SAN JAVIER(STC),talla para la edad (t/e),talla baja (tb),2008-07-01,25,17,14,8,6,10,45,35,80
80701,SAN JOAQUIN,talla para la edad (t/e),talla baja (tb),2008-07-01,3,3,1,1,1,3,5,7,12
70501,SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla baja (tb),2008-07-01,7,0,4,1,2,3,13,4,17
71104,SAN JULIAN,talla para la edad (t/e),talla baja (tb),2008-07-01,4,3,8,6,8,9,20,18,38
90302,SAN LORENZO(PND),talla para la edad (t/e),talla baja (tb),2008-07-01,0,1,0,0,0,0,0,1,1
60501,SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2008-07-01,6,5,9,11,19,16,34,32,66
10702,SAN LUCAS,talla para la edad (t/e),talla baja (tb),2008-07-01,121,76,155,157,352,373,628,606,1234
71201,SAN MATIAS,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,0,1,0,2,0,2
70302,SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-07-01,2,0,1,0,0,0,3,0,3
51001,SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2008-07-01,4,2,3,2,1,7,8,11,19
71005,SAN PEDRO,talla para la edad (t/e),talla baja (tb),2008-07-01,1,4,4,4,6,5,11,13,24
50501,SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-07-01,62,54,81,72,91,76,234,202,436
50902,SAN PEDRO DE QUEMES,talla para la edad (t/e),talla baja (tb),2008-07-01,0,2,1,0,0,0,1,2,3
21702,SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla baja (tb),2008-07-01,1,4,3,0,2,2,6,6,12
90202,SAN PEDRO(PND),talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,0,1,0,1,1
70303,SAN RAFAEL,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,1,0,2,1,3,4
80702,SAN RAMON,talla para la edad (t/e),talla baja (tb),2008-07-01,5,10,7,8,12,20,24,38,62
80401,SANTA ANA,talla para la edad (t/e),talla baja (tb),2008-07-01,5,11,4,6,4,1,13,18,31
70101,SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2008-07-01,48,41,38,42,40,46,126,129,255
80303,SANTA ROSA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,4,2,10,1,14,3,17
20308,SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,0,0,1,0,1,1
41401,SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2008-07-01,3,1,4,6,8,5,15,12,27
21901,SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,1,3,1,1,3,4,7
30702,SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,2,1,25,28,27,29,56
40202,SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,0,0,0,1,0,1
20902,SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2008-07-01,4,4,7,2,21,11,32,17,49
21301,SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2008-07-01,1,3,3,1,4,3,8,7,15
30902,SIPE SIPE,talla para la edad (t/e),talla baja (tb),2008-07-01,6,5,22,7,9,13,37,25,62
10403,SOPACHUY,talla para la edad (t/e),talla baja (tb),2008-07-01,16,17,37,30,103,115,156,162,318
40104,SORACACHI,talla para la edad (t/e),talla baja (tb),2008-07-01,2,0,1,3,4,1,7,4,11
20601,SORATA,talla para la edad (t/e),talla baja (tb),2008-07-01,3,3,2,4,3,3,8,10,18
10101,SUCRE,talla para la edad (t/e),talla baja (tb),2008-07-01,39,18,61,51,148,166,248,235,483
20603,TACACOMA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,0,1,1,0,1,1,2
50303,TACOBAMBA,talla para la edad (t/e),talla baja (tb),2008-07-01,9,11,15,9,21,15,45,35,80
30602,TACOPAYA,talla para la edad (t/e),talla baja (tb),2008-07-01,3,7,14,10,15,13,32,30,62
51402,TAHUA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,1,0,1,2,0,2,2,4
31101,TAPACARI,talla para la edad (t/e),talla baja (tb),2008-07-01,24,12,25,18,35,40,84,70,154
10601,TARABUCO,talla para la edad (t/e),talla baja (tb),2008-07-01,24,16,21,18,61,55,106,89,195
20807,TARACO,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,3,1,2,4,5,5,10
30401,TARATA,talla para la edad (t/e),talla baja (tb),2008-07-01,2,0,1,1,2,3,5,4,9
60101,TARIJA,talla para la edad (t/e),talla baja (tb),2008-07-01,7,9,6,14,17,13,30,36,66
10202,TARVITA,talla para la edad (t/e),talla baja (tb),2008-07-01,53,31,97,84,243,230,393,345,738
20803,TIAWANACU,talla para la edad (t/e),talla baja (tb),2008-07-01,2,2,2,2,3,0,7,4,11
50102,TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2008-07-01,29,27,29,28,33,35,91,90,181
20606,TIPUANI,talla para la edad (t/e),talla baja (tb),2008-07-01,0,1,2,3,3,1,5,5,10
30903,TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2008-07-01,6,4,5,11,8,14,19,29,48
31601,TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2008-07-01,6,5,18,19,32,31,56,55,111
21703,TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,0,0,0,1,0,1
30802,TOCO,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,5,0,1,1,7,1,8
30803,TOLATA,talla para la edad (t/e),talla baja (tb),2008-07-01,0,0,1,1,1,2,2,3,5
41001,TOLEDO,talla para la edad (t/e),talla baja (tb),2008-07-01,1,2,4,1,4,3,9,6,15
51202,TOMAVE,talla para la edad (t/e),talla baja (tb),2008-07-01,6,3,4,5,17,12,27,20,47
10402,TOMINA,talla para la edad (t/e),talla baja (tb),2008-07-01,4,3,8,16,50,38,62,57,119
50502,TORO TORO,talla para la edad (t/e),talla baja (tb),2008-07-01,30,20,36,41,79,73,145,134,279
31201,TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2008-07-01,3,1,12,5,4,5,19,11,30
41301,TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2008-07-01,1,2,1,0,1,1,3,3,6
80101,TRINIDAD,talla para la edad (t/e),talla baja (tb),2008-07-01,42,47,46,21,32,46,120,114,234
50801,TUPIZA,talla para la edad (t/e),talla baja (tb),2008-07-01,20,13,29,26,60,64,109,103,212
40402,TURCO,talla para la edad (t/e),talla baja (tb),2008-07-01,3,1,7,4,3,6,13,11,24
21302,UMALA,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,1,4,3,9,5,13,18
50201,UNCIA,talla para la edad (t/e),talla baja (tb),2008-07-01,28,15,29,31,48,41,105,87,192
60401,URIONDO (A. CONCEPCION),talla para la edad (t/e),talla baja (tb),2008-07-01,10,9,10,4,8,3,28,16,44
51201,UYUNI,talla para la edad (t/e),talla baja (tb),2008-07-01,5,4,15,15,42,35,62,54,116
30502,VACAS,talla para la edad (t/e),talla baja (tb),2008-07-01,7,7,12,25,17,26,36,58,94
70801,VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2008-07-01,1,0,8,7,3,3,12,10,22
20801,VIACHA,talla para la edad (t/e),talla baja (tb),2008-07-01,16,12,21,13,16,11,53,36,89
31302,VILA VILA,talla para la edad (t/e),talla baja (tb),2008-07-01,2,1,5,13,13,7,20,21,41
90502,VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla baja (tb),2008-07-01,0,1,0,0,0,0,0,1,1
